date, pm25, pm10, o3, no2, so2, co
2016/5/12, , 21, 7, 13, , 2
2016/5/13, , 11, 7, 13, , 2
2016/5/14, , 17, 13, 9, , 2
2016/5/15, , 19, 19, 9, , 3
2016/5/16, , 26, 15, 18, , 3
2016/5/17, , 34, 13, 16, , 4
2016/5/18, , 23, 1, 21, , 8
2016/5/19, , 30, 3, 17, , 5
2016/5/20, , 26, 10, 17, , 5
2016/5/21, , 28, 6, 19, , 5
2016/5/22, , 20, 16, 12, , 3
2016/5/23, , 26, 5, 11, , 2
2016/5/24, , 11, 9, 14, , 2
2016/5/25, , 22, 10, 14, , 2
2016/5/26, , 21, 22, 14, , 3
2016/5/27, , 27, 7, 20, , 4
2016/5/28, , 33, 12, 13, , 2
2016/5/29, , 16, 17, 9, , 2
2016/5/30, , 19, 7, 18, , 3
2016/5/31, , 17, 9, 19, , 4
2016/6/1, , 19, 6, 18, , 6
2016/6/2, , 25, 6, 14, , 3
2016/6/3, , 14, 2, 16, , 5
2016/6/4, , 16, , 18, , 9
2016/6/5, , 17, 3, 12, , 7
2016/6/6, , 21, 2, 13, , 4
2016/6/7, , 17, 7, 15, , 3
2016/6/8, , 9, 11, 19, , 4
2016/6/9, , 21, 11, 19, , 4
2016/6/10, , 26, 6, 27, , 
2016/6/11, , 34, 22, 19, , 
2016/6/12, , 28, 21, 17, , 
2016/6/13, , 26, 10, 20, , 
2016/6/14, , 30, 10, 22, , 
2016/6/15, , 33, 13, 34, , 9
2016/6/16, , 47, 26, 38, , 13
2016/6/17, , 57, 20, 34, , 12
2016/6/18, , 48, 24, 23, , 15
2016/6/19, , 50, 25, 13, , 3
2016/6/20, , 22, 6, 16, , 3
2016/6/21, , 18, 6, 16, , 2
2016/6/22, , 15, 8, 13, , 2
2016/6/23, , 17, , , , 
2016/1/5, , 18, 38, 12, , 2
2016/1/6, , 24, 57, 15, , 3
2016/1/7, , 34, 42, 18, , 4
2016/1/8, , 32, 48, 33, , 4
2016/1/9, , 38, 19, , , 4
2016/1/10, , 29, 14, , , 4
2016/1/11, , 15, 10, , , 4
2016/1/12, , 14, 7, 11, , 3
2016/1/13, , 13, 21, 12, , 4
2016/1/14, , 18, 15, 11, , 4
2016/1/15, , 16, 5, 15, , 4
2016/1/16, , 12, 12, 4, , 2
2016/1/17, , 18, 9, 1, , 2
2016/1/18, , 23, 9, 7, , 8
2016/1/19, , 22, 8, 7, , 3
2016/1/20, , 17, 8, 8, , 3
2016/1/21, , 19, 17, 8, , 2
2016/1/22, , 20, 10, 9, , 3
2016/1/23, , 23, 35, 6, , 2
2016/1/24, , 23, 27, 8, , 3
2016/1/25, , 23, 36, 11, , 4
2016/1/26, , 23, 31, 18, , 4
2016/1/27, , 21, 45, 22, , 5
2016/1/28, , 30, 29, 13, , 3
2016/1/29, , 20, 14, 12, , 3
2016/1/30, , 16, 4, 13, , 4
2016/1/31, , 20, 24, 8, , 4
2016/2/1, , 15, 41, 22, , 6
2016/2/2, , 35, 67, 16, , 4
2016/2/3, , 41, 51, 12, , 3
2016/2/4, , 30, 41, 13, , 4
2016/2/5, , 31, 30, 22, , 5
2016/2/6, , 33, 35, 10, , 5
2016/2/7, , 26, 34, 4, , 3
2016/2/8, , 21, 35, 12, , 4
2016/2/9, , 18, 34, 11, , 4
2016/2/10, , 20, 28, 17, , 4
2016/2/11, , 25, 19, 14, , 4
2016/2/12, , 19, 30, 11, , 2
2016/2/13, , 25, 50, 11, , 3
2016/2/14, , 28, 35, 11, , 4
2016/2/15, , 28, 20, 20, , 5
2016/2/16, , 29, 21, 18, , 4
2016/2/17, , 22, 20, 23, , 5
2016/2/18, , 23, 22, 19, , 6
2016/2/19, , 22, 26, 25, , 6
2016/2/20, , 27, 31, 18, , 5
2016/2/21, , 24, 21, 11, , 3
2016/2/22, , 16, 10, 18, , 4
2016/2/23, , 19, 17, 17, , 4
2016/2/24, , 16, 20, 19, , 5
2016/2/25, , 22, 26, 20, , 5
2016/2/26, , 20, 26, 19, , 5
2016/2/27, , 22, 14, 15, , 4
2016/2/28, , 17, 15, 9, , 4
2016/2/29, , 14, 9, 11, , 3
2016/3/1, , 14, 2, 14, , 4
2016/3/2, , 15, 9, 17, , 5
2016/3/3, , 23, 10, 16, , 4
2016/3/4, , 17, 13, 15, , 4
2016/3/5, , 19, 19, 13, , 4
2016/3/6, , 21, 24, 11, , 4
2016/3/7, , 26, 30, 18, , 5
2016/3/8, , 21, 36, 16, , 4
2016/3/9, , 28, 25, 17, , 5
2016/3/10, , 25, 6, 21, , 6
2016/3/11, , 24, 9, 17, , 5
2016/3/12, , 15, 23, 12, , 4
2016/3/13, , 16, 13, 6, , 3
2016/3/14, , 22, 20, 10, , 4
2016/3/15, , 24, 28, 12, , 4
2016/3/16, , 23, 3, 12, , 5
2016/3/17, , 19, 21, 13, , 5
2016/3/18, , 21, 36, 19, , 4
2016/3/19, , 27, 65, 19, , 2
2016/3/20, , 28, 23, 10, , 1
2016/3/21, , 23, 31, 18, , 1
2016/3/22, , 45, 25, 25, , 5
2016/3/23, , 37, 20, 24, , 5
2016/3/24, , 27, 25, 17, , 4
2016/3/25, , 21, 20, 10, , 3
2016/3/26, , 15, 15, 11, , 4
2016/3/27, , 16, 22, 9, , 3
2016/3/28, , 14, 24, 20, , 6
2016/3/29, , 28, 51, 23, , 5
2016/3/30, , 29, 29, 17, , 4
2016/3/31, , 30, 37, 20, , 5
2016/4/1, , 31, 34, 17, , 4
2015/10/2, , 29, 34, 23, , 6
2015/10/3, , 36, 25, 20, , 7
2015/10/4, , 24, 17, 8, , 4
2015/10/5, , 18, 13, 9, , 2
2015/10/6, , 14, 15, 11, , 3
2015/10/7, , 23, 43, 23, , 4
2015/10/8, , 36, 33, 26, , 5
2015/10/9, , 37, 37, 23, , 5
2015/10/10, , 42, 31, 14, , 4
2015/10/11, , 21, 45, 12, , 4
2015/10/12, , 34, 40, 4, , 2
2015/10/13, , 17, 22, 13, , 3
2015/10/14, , 23, 40, 19, , 4
2015/10/15, , 38, 35, 29, , 5
2015/10/16, , 44, 41, 33, , 9
2015/10/17, , 58, 35, 7, , 3
2015/10/18, , 32, 12, 3, , 2
2015/10/19, , 13, 17, 14, , 3
2015/10/20, , 28, 41, 22, , 4
2015/10/21, , 41, 37, 24, , 6
2015/10/22, , 45, 20, 24, , 5
2015/10/23, , 24, 20, 20, , 4
2015/10/24, , 22, 16, 7, , 2
2015/10/25, , 18, 8, 5, , 2
2015/10/26, , 18, 25, 14, , 3
2015/10/27, , 23, 24, 23, , 6
2015/10/28, , 31, 13, 16, , 4
2015/10/29, , 21, 13, 10, , 2
2015/10/30, , 15, 30, 14, , 4
2015/10/31, , 24, 30, 13, , 3
2015/11/1, , 31, 18, 6, , 3
2015/11/2, , 19, 26, 7, , 4
2015/11/3, , 17, 21, 19, , 5
2015/11/4, , 18, 19, 22, , 5
2015/11/5, , 25, 12, 23, , 4
2015/11/6, , 21, 6, 17, , 4
2015/11/7, , 19, 7, 11, , 2
2015/11/8, , 11, 17, 11, , 3
2015/11/9, , 19, 22, 23, , 5
2015/11/10, , 35, 41, 21, , 5
2015/11/11, , 33, 32, 32, , 7
2015/11/12, , 44, 54, 17, , 3
2015/11/13, , 30, 25, 30, , 5
2015/11/14, , 36, 35, 20, , 5
2015/11/15, , 28, 33, 11, , 5
2015/11/16, , 16, 7, 13, , 5
2015/11/17, , 26, 21, 20, , 5
2015/11/18, , 31, 34, 24, , 4
2015/11/19, , 27, 29, 23, , 5
2015/11/20, , 31, 26, 12, , 
2015/11/21, , 16, 19, 10, , 
2015/11/22, , 26, 40, 10, , 
2015/11/23, , 20, 7, 27, , 7
2015/11/24, , 34, 9, 20, , 4
2015/11/25, , 23, 6, 19, , 4
2015/11/26, , 19, 25, 15, , 3
2015/11/27, , 22, 30, 14, , 2
2015/11/28, , 33, 36, 16, , 4
2015/11/29, , 33, 17, 14, , 3
2015/11/30, , 16, 10, 13, , 2
2015/12/1, , 12, 14, 14, , 3
2015/12/2, , 26, 43, 17, , 4
2015/12/3, , 33, 13, 16, , 4
2015/12/4, , 22, 28, 17, , 4
2015/12/5, , 34, 34, 19, , 6
2015/12/6, , 31, 33, 11, , 4
2015/12/7, , 17, 20, 14, , 2
2015/12/8, , 13, 23, 14, , 3
2015/12/9, , 22, 27, 16, , 3
2015/12/10, , 24, 18, 18, , 4
2015/12/11, , 25, 26, 19, , 4
2015/12/12, , 27, 28, 17, , 4
2015/12/13, , 27, 20, 13, , 4
2015/12/14, , 20, 31, 18, , 4
2015/12/15, , 21, 30, 22, , 4
2015/12/16, , 24, 15, 13, , 3
2015/12/17, , 16, 35, 19, , 5
2015/12/18, , 35, 39, 23, , 5
2015/12/19, , 28, 39, 20, , 4
2015/12/20, , 25, 18, 16, , 5
2015/12/21, , 30, 11, 19, , 3
2015/12/22, , 32, , 17, , 
2015/12/23, , 23, 22, 22, , 7
2015/12/24, , 28, 33, 15, , 3
2015/12/25, , 21, 29, 14, , 5
2015/12/26, , 27, 36, 9, , 3
2015/12/27, , 16, 24, 26, , 3
2015/12/28, , 23, 17, 8, , 3
2015/12/29, , 14, 13, 12, , 2
2015/12/30, , 12, 15, 9, , 2
2015/12/31, , 10, , , , 
2016/1/4, , 11, 15, 7, , 2
2015/7/2, , 22, 7, 19, , 4
2015/7/3, , 24, , 21, , 4
2015/7/4, , 21, 10, 15, , 3
2015/7/5, , 17, 10, 8, , 2
2015/7/6, , 11, 1, 13, , 3
2015/7/7, , 14, , 13, , 4
2015/7/8, , 18, , , , 
2015/7/14, , 30, , , , 
2015/7/16, , 36, 20, 23, , 5
2015/7/17, , 28, 7, 28, , 7
2015/7/18, , 29, 26, 25, , 11
2015/7/19, , 38, 20, 18, , 6
2015/7/20, , 26, 14, 27, , 6
2015/7/21, , 27, 8, 15, , 3
2015/7/22, , 19, 11, 15, , 3
2015/7/23, , 16, 9, 17, , 4
2015/7/24, , 21, 17, 17, , 4
2015/7/25, , 24, 3, 19, , 5
2015/7/26, , 16, 22, 12, , 3
2015/7/27, , 19, 18, 24, , 7
2015/7/28, , 27, 25, 35, , 7
2015/7/29, , 34, 44, 37, , 10
2015/7/30, , 46, 25, 36, , 8
2015/7/31, , 40, 23, 28, , 7
2015/8/1, , 34, 41, 25, , 12
2015/8/2, , 46, 33, 20, , 8
2015/8/3, , 33, 19, 26, , 9
2015/8/4, , 32, 34, 32, , 10
2015/8/5, , 43, 31, 33, , 6
2015/8/6, , 31, 28, 33, , 6
2015/8/7, , 38, 30, 31, , 6
2015/8/8, , 35, 43, 25, , 7
2015/8/9, , 41, 37, 12, , 4
2015/8/10, , 30, 18, 13, , 4
2015/8/11, , 32, 21, 22, , 4
2015/8/12, , 44, 28, 32, , 6
2015/8/13, , 48, 30, 30, , 7
2015/8/14, , 48, 25, 35, , 9
2015/8/15, , 54, 26, 24, , 6
2015/8/16, , 40, 33, 15, , 4
2015/8/17, , 38, 24, 25, , 9
2015/8/18, , 46, 12, 26, , 7
2015/8/19, , 45, 28, 20, , 4
2015/8/20, , 49, 14, 13, , 2
2015/8/21, , 20, 19, 13, , 2
2015/8/22, , 21, 31, 18, , 4
2015/8/23, , 32, 43, 17, , 6
2015/8/24, , 41, 9, 17, , 3
2015/8/25, , 19, 6, 21, , 5
2015/8/26, , 25, 19, 25, , 5
2015/8/27, , 34, 5, 27, , 5
2015/8/28, , 29, 22, 21, , 7
2015/8/29, , 36, 39, 22, , 5
2015/8/30, , 33, 43, 27, , 8
2015/8/31, , 39, 39, 38, , 13
2015/9/1, , 51, 26, 28, , 11
2015/9/2, , 63, 13, 14, , 3
2015/9/3, , 19, 27, 22, , 4
2015/9/4, , 33, 4, 23, , 4
2015/9/5, , 25, 11, 10, , 3
2015/9/6, , 15, 11, 13, , 3
2015/9/7, , 22, 16, 18, , 4
2015/9/8, , 29, 5, 26, , 5
2015/9/9, , 41, 18, 22, , 6
2015/9/10, , 31, 13, 20, , 5
2015/9/11, , 31, 14, 18, , 4
2015/9/12, , 16, 12, 13, , 3
2015/9/13, , 15, 15, 8, , 3
2015/9/14, , 18, 16, 12, , 3
2015/9/15, , 20, 24, 24, , 6
2015/9/16, , 29, 29, 25, , 7
2015/9/17, , 37, 41, 36, , 8
2015/9/18, , 43, 42, 36, , 11
2015/9/19, , 52, 38, 25, , 5
2015/9/20, , 39, 68, 9, , 4
2015/9/21, , 31, 37, 25, , 5
2015/9/22, , 39, 57, 36, , 10
2015/9/23, , 51, 55, 36, , 7
2015/9/24, , 52, 60, 52, , 10
2015/9/25, , 65, 26, 56, , 11
2015/9/26, , 73, 27, 23, , 6
2015/9/27, , 24, 16, 12, , 4
2015/9/28, , 30, 21, 23, , 10
2015/9/29, , 22, 26, 21, , 6
2015/9/30, , 31, 23, 20, , 4
2015/10/1, , 28, 23, 16, , 5
2015/4/2, , 27, 24, 13, , 3
2015/4/3, , 20, 29, 8, , 2
2015/4/4, , 17, 30, 11, , 3
2015/4/5, , 19, 21, 10, , 4
2015/4/6, , 16, 13, 9, , 2
2015/4/7, , 13, 11, 10, , 2
2015/4/8, , 13, 13, 15, , 10
2015/4/9, , 32, 29, 17, , 5
2015/4/10, , 26, 22, 17, , 3
2015/4/11, , 22, 35, 15, , 3
2015/4/12, , 21, 21, 16, , 5
2015/4/13, , 30, 27, 17, , 3
2015/4/14, , 27, 27, 18, , 3
2015/4/15, , 25, 20, 21, , 3
2015/4/16, , 22, 12, 18, , 3
2015/4/17, , 24, 22, 18, , 3
2015/4/18, , 26, 28, 17, , 4
2015/4/19, , 23, 40, 16, , 5
2015/4/20, , 29, 26, 21, , 5
2015/4/21, , 19, 15, 14, , 4
2015/4/22, , 16, 8, 17, , 4
2015/4/23, , 14, 9, 17, , 3
2015/4/24, , 16, 19, 15, , 3
2015/4/25, , 20, 15, 7, , 1
2015/4/26, , 11, 17, 6, , 1
2015/4/27, , 7, 16, 13, , 2
2015/4/28, , 10, 15, 18, , 3
2015/4/29, , 19, 11, 13, , 2
2015/4/30, , 18, 9, 13, , 2
2015/5/1, , 13, 22, 11, , 2
2015/5/2, , 19, 23, 14, , 3
2015/5/3, , 22, , , , 
2015/5/6, , 13, 11, 15, , 3
2015/5/7, , 17, 12, 15, , 3
2015/5/8, , 17, 12, 13, , 2
2015/5/9, , 15, 25, 17, , 4
2015/5/10, , 26, 12, 16, , 6
2015/5/11, , 21, 5, 16, , 3
2015/5/12, , 17, 8, 14, , 3
2015/5/13, , 16, 5, 14, , 2
2015/5/14, , 12, 4, 14, , 2
2015/5/15, , 14, 12, 18, , 3
2015/5/16, , 23, 19, 16, , 3
2015/5/17, , 19, 15, 11, , 2
2015/5/18, , 19, 6, 19, , 4
2015/5/19, , 27, 3, 19, , 4
2015/5/20, , 24, 11, 18, , 4
2015/5/21, , 24, 10, 19, , 4
2015/5/22, , 24, 12, 21, , 4
2015/5/23, , 25, 15, 18, , 5
2015/5/24, , 26, 23, 16, , 4
2015/5/25, , 22, 18, 25, , 8
2015/5/26, , 32, 19, 20, , 5
2015/5/27, , 27, 14, 23, , 4
2015/5/28, , 26, 1, 20, , 3
2015/5/29, , 20, 7, 15, , 3
2015/5/30, , 13, 15, 17, , 6
2015/5/31, , 19, 3, 13, , 4
2015/6/1, , 13, 2, 16, , 5
2015/6/2, , 13, 6, 16, , 3
2015/6/3, , 14, 8, 20, , 4
2015/6/4, , 23, 19, 18, , 5
2015/6/5, , 24, 9, 23, , 10
2015/6/6, , 36, 13, 20, , 7
2015/6/7, , 28, 15, 18, , 6
2015/6/8, , 21, 18, 24, , 10
2015/6/9, , 30, 21, 31, , 10
2015/6/10, , 38, 17, 33, , 10
2015/6/11, , 39, 20, 30, , 6
2015/6/12, , 28, 4, 19, , 3
2015/6/13, , 15, 24, 18, , 4
2015/6/14, , 21, 24, 16, , 7
2015/6/15, , 28, 6, 17, , 4
2015/6/16, , 17, 7, 14, , 3
2015/6/17, , 16, 7, 22, , 6
2015/6/18, , 23, 15, 17, , 5
2015/6/19, , 29, 14, 12, , 2
2015/6/20, , 10, 14, 12, , 2
2015/6/21, , 22, 18, 12, , 4
2015/6/22, , 17, 11, 21, , 7
2015/6/23, , 27, 12, 18, , 6
2015/6/24, , 27, 10, 14, , 2
2015/6/25, , 12, 11, 13, , 2
2015/6/26, , 12, 11, 14, , 3
2015/6/27, , 19, 17, 18, , 3
2015/6/28, , 20, 18, 14, , 4
2015/6/29, , 23, 12, 21, , 5
2015/6/30, , 26, 11, 19, , 4
2015/7/1, , 27, 3, 20, , 3
2015/1/2, , 19, 24, 11, , 2
2015/1/3, , 16, 34, 8, , 2
2015/1/4, , 17, 30, 9, , 1
2015/1/5, , 14, 24, 16, , 2
2015/1/6, , 19, 35, 17, , 2
2015/1/7, , 18, 37, 22, , 2
2015/1/8, , 26, 39, 26, , 3
2015/1/9, , 15, 30, 27, , 7
2015/1/10, , 27, 11, 21, , 
2015/1/11, , 24, , 17, , 
2015/1/12, , 27, 18, 21, , 1
2015/1/13, , 15, 39, 27, , 
2015/1/14, , 3, 37, 37, , 5
2015/1/15, , 24, 97, 27, , 4
2015/1/16, , 22, 60, 23, , 4
2015/1/17, , 27, 66, 23, , 5
2015/1/18, , 23, 86, 13, , 1
2015/1/22, , 24, 13, 16, , 
2015/1/23, , 14, , , , 
2015/1/27, , 15, , 21, , 4
2015/1/28, , 19, , 19, , 4
2015/1/29, , 18, 24, 16, , 3
2015/1/30, , 16, 11, 11, , 3
2015/1/31, , 10, 16, 8, , 3
2015/2/1, , 8, 23, 7, , 3
2015/2/2, , 12, 22, 16, , 4
2015/2/3, , 15, 54, 19, , 4
2015/2/4, , 26, 19, 22, , 4
2015/2/5, , 20, 11, 19, , 4
2015/2/6, , 10, 13, 19, , 5
2015/2/7, , 12, 35, 14, , 4
2015/2/8, , 16, 43, 9, , 3
2015/2/9, , 21, 37, 17, , 4
2015/2/10, , 19, 15, 17, , 4
2015/2/11, , 19, 25, 15, , 4
2015/2/12, , 16, 39, 19, , 5
2015/2/13, , 23, 26, 25, , 6
2015/2/14, , 27, 39, 14, , 4
2015/2/15, , 16, 24, 12, , 4
2015/2/16, , 16, 27, 14, , 3
2015/2/17, , 12, 26, 11, , 3
2015/2/18, , 11, 14, 13, , 3
2015/2/19, , 9, 19, 13, , 3
2015/2/20, , 11, 21, 14, , 4
2015/2/21, , 14, 43, 14, , 4
2015/2/22, , 25, 39, 7, , 3
2015/2/23, , 25, 36, 15, , 3
2015/2/24, , 22, 26, 24, , 4
2015/2/25, , 24, 18, 24, , 5
2015/2/26, , 16, 32, 25, , 6
2015/2/27, , 22, 33, 25, , 7
2015/2/28, , 24, 20, 10, , 3
2015/3/1, , 12, 18, 5, , 2
2015/3/2, , 17, 26, 12, , 3
2015/3/3, , 18, 40, 17, , 3
2015/3/4, , 30, 52, 19, , 4
2015/3/5, , 31, 43, 23, , 5
2015/3/6, , 31, 27, 28, , 6
2015/3/7, , 28, 19, 21, , 5
2015/3/8, , 15, 19, 13, , 4
2015/3/9, , 18, 9, 20, , 5
2015/3/10, , 10, 17, 17, , 4
2015/3/11, , 17, 15, 16, , 4
2015/3/12, , 13, 15, 19, , 6
2015/3/13, , 19, 14, 22, , 6
2015/3/14, , 24, 26, 22, , 6
2015/3/15, , 23, 19, 19, , 6
2015/3/16, , 15, 21, 26, , 7
2015/3/17, , 16, 22, 21, , 4
2015/3/18, , 22, 13, 20, , 4
2015/3/19, , 18, 17, 20, , 5
2015/3/20, , 17, 18, 27, , 7
2015/3/21, , 19, 14, 19, , 5
2015/3/22, , 14, 15, 12, , 4
2015/3/23, , 13, 16, 13, , 3
2015/3/24, , 19, 18, 13, , 3
2015/3/25, , 18, 23, 13, , 3
2015/3/26, , 18, 27, 20, , 4
2015/3/27, , 20, 74, 27, , 6
2015/3/28, , 34, 56, 18, , 5
2015/3/29, , 29, 23, 13, , 3
2015/3/30, , 20, 9, 16, , 4
2015/3/31, , 12, 15, 17, , 4
2015/4/1, , 17, 42, 17, , 4
2014/10/2, , 21, 17, 12, , 3
2014/10/3, , 15, 17, 10, , 2
2014/10/4, , 16, 19, 7, , 2
2014/10/5, , 12, 22, 5, , 2
2014/10/6, , 13, 28, 17, , 3
2014/10/7, , 20, 26, 28, , 6
2014/10/8, , 31, 49, 26, , 7
2014/10/9, , 37, 45, 30, , 6
2014/10/10, , 33, 43, 34, , 7
2014/10/11, , 36, 84, 31, , 10
2014/10/12, , 49, 72, 23, , 8
2014/10/13, , 37, 71, 33, , 11
2014/10/14, , 54, 48, 27, , 6
2014/10/15, , 29, 37, 14, , 5
2014/10/16, , 30, 18, 26, , 6
2014/10/17, , 38, 63, 21, , 6
2014/10/18, , 36, 44, 21, , 6
2014/10/19, , 26, 61, 23, , 8
2014/10/20, , 38, 26, 16, , 4
2014/10/21, , 25, 18, 12, , 3
2014/10/22, , 19, 15, 11, , 3
2014/10/23, , 13, 44, 17, , 4
2014/10/24, , 23, 46, 25, , 5
2014/10/25, , 32, 36, 23, , 5
2014/10/26, , 29, 34, 15, , 4
2014/10/27, , 29, 40, 13, , 3
2014/10/28, , 22, 40, 15, , 3
2014/10/29, , 20, 45, 21, , 3
2014/10/30, , 23, 42, 28, , 4
2014/10/31, , 32, 51, 22, , 3
2014/11/1, , 30, 37, 21, , 4
2014/11/2, , 18, 45, 11, , 3
2014/11/3, , 24, 36, 24, , 4
2014/11/4, , 28, 16, 25, , 4
2014/11/5, , 15, 14, 16, , 2
2014/11/6, , 10, 34, 16, , 2
2014/11/7, , 16, 29, 21, , 3
2014/11/8, , 14, 30, 15, , 23
2014/11/9, , 16, 34, 7, , 
2014/11/10, , 14, 36, 11, , 2
2014/11/11, , 17, 43, 18, , 2
2014/11/12, , 23, 34, 25, , 3
2014/11/13, , 25, 32, 23, , 4
2014/11/14, , 29, 20, 14, , 2
2014/11/15, , 16, 28, 9, , 1
2014/11/16, , 15, 28, 5, , 1
2014/11/17, , 9, 25, 13, , 
2014/11/18, , 27, 36, 15, , 2
2014/11/19, , 20, 54, 24, , 2
2014/11/20, , 28, 41, 22, , 2
2014/11/21, , 30, 46, 28, , 3
2014/11/22, , 31, 29, 26, , 3
2014/11/23, , 23, 31, 13, , 1
2014/11/24, , 18, 28, 14, , 3
2014/11/25, , 19, 27, 21, , 3
2014/11/26, , 22, 13, 21, , 3
2014/11/27, , 12, 16, 13, , 1
2014/11/28, , 12, 27, 13, , 2
2014/11/29, , 18, 16, 9, , 2
2014/11/30, , 13, 33, 10, , 2
2014/12/1, , 18, 27, 18, , 3
2014/12/2, , 31, 20, 18, , 4
2014/12/3, , 23, 26, 16, , 1
2014/12/4, , 19, 13, 21, , 2
2014/12/5, , 21, 14, 13, , 2
2014/12/6, , 18, 34, 11, , 1
2014/12/7, , 20, 50, 12, , 1
2014/12/8, , 24, 14, 22, , 2
2014/12/9, , 30, 19, 24, , 3
2014/12/10, , 30, 12, 18, , 2
2014/12/11, , 16, 23, 16, , 3
2014/12/12, , 19, 21, 18, , 4
2014/12/13, , 25, 14, 13, , 1
2014/12/14, , 11, 16, 11, , 1
2014/12/15, , 14, 25, 10, , 2
2014/12/16, , 23, 29, 12, , 1
2014/12/17, , 25, 41, 18, , 3
2014/12/18, , 27, 68, 27, , 7
2014/12/19, , 39, 32, 26, , 5
2014/12/20, , 30, 25, 14, , 3
2014/12/21, , 17, 19, 5, , 2
2014/12/22, , 15, 12, 11, , 4
2014/12/23, , 16, 9, 14, , 3
2014/12/24, , 7, 16, 9, , 2
2014/12/25, , 7, 27, 11, , 3
2014/12/26, , 20, 49, 12, , 3
2014/12/27, , 24, 49, 16, , 3
2014/12/28, , 24, 40, 15, , 5
2014/12/29, , 25, , , , 
2014/7/2, , 31, 16, 47, , 15
2014/7/3, , 62, 21, 42, , 13
2014/7/4, , 59, 29, 39, , 11
2014/7/5, , 60, 26, 30, , 10
2014/7/6, , 48, 18, 16, , 5
2014/7/7, , 29, 1, 30, , 9
2014/7/8, , 45, 5, 15, , 3
2014/7/9, , 18, 11, 12, , 3
2014/7/10, , 13, 4, 19, , 5
2014/7/11, , 14, 8, 18, , 4
2014/7/12, , 18, 9, 14, , 4
2014/7/13, , 13, 19, 11, , 4
2014/7/14, , 21, 13, 18, , 4
2014/7/15, , 24, 14, 22, , 5
2014/7/16, , 27, 12, 32, , 7
2014/7/17, , 41, 18, 32, , 10
2014/7/18, , 48, 11, 24, , 6
2014/7/19, , 28, 27, 13, , 3
2014/7/20, , 19, 23, 11, , 3
2014/7/21, , 22, 14, 20, , 4
2014/7/22, , 27, 13, 30, , 6
2014/7/23, , 39, 18, 28, , 5
2014/7/24, , 38, 6, 24, , 5
2014/7/25, , 30, 6, 18, , 5
2014/7/26, , 19, 1, 19, , 5
2014/7/27, , 19, 6, 10, , 3
2014/7/28, , 15, 10, 14, , 3
2014/7/29, , 10, 11, 14, , 3
2014/7/30, , 14, 15, 21, , 4
2014/7/31, , 25, 13, 29, , 7
2014/8/1, , 37, 22, 35, , 12
2014/8/2, , 49, 28, 28, , 11
2014/8/3, , 36, 33, 26, , 12
2014/8/4, , 39, 24, 31, , 10
2014/8/5, , 45, 17, 12, , 2
2014/8/6, , 22, 16, 21, , 5
2014/8/7, , 31, 22, 34, , 9
2014/8/8, , 43, 11, 21, , 10
2014/8/9, , 27, 5, 16, , 4
2014/8/10, , 14, , , , 
2014/8/17, , 27, 20, 19, , 5
2014/8/18, , 19, 21, 29, , 8
2014/8/19, , 34, 18, 19, , 4
2014/8/20, , 34, 23, 19, , 4
2014/8/21, , 25, 36, 27, , 5
2014/8/22, , 30, 40, 41, , 10
2014/8/23, , 55, 59, 33, , 8
2014/8/24, , 50, 41, 28, , 8
2014/8/25, , 40, 32, 40, , 11
2014/8/26, , 51, 12, 51, , 12
2014/8/27, , 68, 24, 21, , 4
2014/8/28, , 28, 16, 18, , 4
2014/8/29, , 27, 15, 15, , 3
2014/8/30, , 22, 36, 17, , 5
2014/8/31, , 30, 30, 11, , 4
2014/9/1, , 27, 22, 28, , 6
2014/9/2, , 17, 39, 37, , 10
2014/9/3, , 43, 21, 18, , 4
2014/9/4, , 13, 16, 12, , 3
2014/9/5, , 11, 16, 13, , 3
2014/9/6, , 16, 34, 19, , 5
2014/9/7, , 41, 40, 17, , 6
2014/9/8, , 96, 34, 25, , 6
2014/9/9, , 38, 28, 29, , 6
2014/9/10, , 53, 27, 27, , 6
2014/9/11, , 33, 37, 30, , 6
2014/9/12, , 30, 35, 18, , 4
2014/9/13, , 36, 50, 18, , 5
2014/9/14, , 32, 67, 19, , 6
2014/9/15, , 32, 39, 29, , 8
2014/9/16, , 43, 21, 17, , 4
2014/9/17, , 22, 18, 14, , 3
2014/9/18, , 21, 32, 20, , 5
2014/9/19, , 27, 10, 23, , 6
2014/9/20, , 23, 20, 21, , 6
2014/9/21, , 16, 21, 9, , 3
2014/9/22, , 15, 18, 11, , 3
2014/9/23, , 18, 46, 25, , 5
2014/9/24, , 25, 31, 23, , 5
2014/9/25, , 29, 24, 30, , 7
2014/9/26, , 27, 16, 30, , 8
2014/9/27, , 25, 16, 18, , 5
2014/9/28, , 12, 28, 9, , 4
2014/9/29, , 16, 20, 21, , 6
2014/9/30, , 17, 38, 28, , 9
2014/10/1, , 29, 28, 20, , 4
2014/4/2, , 19, 18, 16, , 5
2014/4/3, , 23, 16, 13, , 3
2014/4/4, , 22, 7, 9, , 3
2014/4/5, , 12, 30, 12, , 3
2014/4/6, , 19, 38, 12, , 4
2014/4/7, , 23, 36, 26, , 7
2014/4/8, , 29, 76, 34, , 9
2014/4/9, , 44, 27, 32, , 9
2014/4/10, , 43, 29, 19, , 5
2014/4/11, , 19, 33, 21, , 6
2014/4/12, , 32, 26, 16, , 6
2014/4/13, , 31, 21, 11, , 3
